sample	ng	vaf	molecules	duplex	duplex_pct	variants_called	tp	fp	fn	tn	sensitivity	precision	specificity	fpr	fdr	fnr	f1	snv_tp	snv_fp	snv_fn	snv_sensitivity	snv_precision	snv_specificity	snv_fpr	indel_tp	indel_fp	indel_fn	indel_sensitivity	indel_precision	indel_specificity	indel_fpr	ml_tp	ml_fp	ml_fn	ml_sensitivity	ml_precision	ml_f1	ml_snv_tp	ml_snv_fp	ml_snv_fn	ml_snv_sensitivity	ml_indel_tp	ml_indel_fp	ml_indel_fn	ml_indel_sensitivity	t_assemble_ms	t_index_ms	t_pathfind_ms	t_call_ms	t_output_ms	rss_assemble_mb	rss_index_mb	rss_pathfind_mb	rss_call_mb	rss_output_mb	cpu_assemble_pct	cpu_index_pct	cpu_pathfind_pct	cpu_call_pct	cpu_output_pct	peak_rss_mb	wall_time_s	exit_code
Sample_30ng_VAF_0p1pc	30ng	0.1	403760	28549	7.071	31	31	0	344	0	0.0827	1.0	0.0	0.0	0.0	0.9173	0.1527	28	3	177	0.1366	0.9032	0.0	1.0	3	28	167	0.0176	0.0968	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39204	6521	524	1	0	2560.7	2081.1	2081.1	0.0	2081.2	109.7	109.7	99.7	0.0	99.8	2560.7	46.8	0
Sample_30ng_VAF_0p25pc	30ng	0.25	362468	21751	6.001	107	107	0	268	0	0.2853	1.0	0.0	0.0	0.0	0.7147	0.444	78	29	127	0.3805	0.729	0.0	1.0	29	78	141	0.1706	0.271	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38919	5838	411	2	0	2477.7	2003.2	2003.2	0.0	2003.3	109.8	109.7	99.8	0.0	99.8	2477.7	45.7	0
Sample_30ng_VAF_0p5pc	30ng	0.5	416693	31667	7.6	186	186	0	189	0	0.496	1.0	0.0	0.0	0.0	0.504	0.6631	134	52	71	0.6537	0.7204	0.0	1.0	52	134	118	0.3059	0.2796	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38865	6728	494	2	0	2579.5	2112.8	2112.8	0.0	2112.9	109.8	109.7	109.7	0.0	109.7	2579.5	46.7	0
Sample_30ng_VAF_0pc	30ng	0.0	390130	26407	6.769	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39308	6499	434	1	0	2536.4	2057.9	2057.9	0.0	2058.0	109.7	109.7	99.8	0.0	99.8	2536.4	46.8	0
Sample_30ng_VAF_1pc	30ng	1.0	395457	25611	6.476	221	221	0	154	0	0.5893	1.0	0.0	0.0	0.0	0.4107	0.7416	160	61	45	0.7805	0.724	0.0	1.0	61	160	109	0.3588	0.276	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39604	6282	450	2	0	2545.4	2065.8	2065.8	0.0	2065.9	109.8	109.8	99.8	0.0	99.8	2545.4	46.9	0
Sample_30ng_VAF_2pc	30ng	2.0	397961	26204	6.585	228	228	0	147	0	0.608	1.0	0.0	0.0	0.0	0.392	0.7562	163	65	42	0.7951	0.7149	0.0	1.0	65	163	105	0.3824	0.2851	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39156	6636	470	3	0	2537.1	2070.5	2070.6	0.0	2070.7	109.8	109.7	99.8	0.0	99.7	2537.1	46.9	0
Sample_5ng_VAF_0p001pc	5ng	0.001	631467	32063	5.078	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42222	6142	241	1	0	2911.2	2399.2	2399.2	0.0	2399.2	109.8	109.7	99.8	0.0	99.7	2911.2	49.3	0
Sample_5ng_VAF_0p01pc	5ng	0.01	683493	31500	4.609	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44426	6579	250	1	0	3014.9	2475.6	2475.7	0.0	2475.9	117.0	109.7	99.8	0.0	99.8	3014.9	51.9	0
Sample_5ng_VAF_0p1pc	5ng	0.1	637616	33244	5.214	3	3	0	372	0	0.008	1.0	0.0	0.0	0.0	0.992	0.0159	3	0	202	0.0146	1.0	0.0	0.0	0	3	170	0.0	0.0	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43184	6106	258	1	0	2915.4	2416.7	2416.7	0.0	2416.9	109.7	109.7	99.8	0.0	99.8	2915.4	50.2	0
Sample_5ng_VAF_0p25pc	5ng	0.25	626286	37270	5.951	28	28	0	347	0	0.0747	1.0	0.0	0.0	0.0	0.9253	0.139	19	9	186	0.0927	0.6786	0.0	1.0	9	19	161	0.0529	0.3214	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43152	6294	249	1	0	2901.0	2404.7	2404.7	0.0	2404.8	109.7	109.7	99.7	0.0	99.8	2901.0	50.4	0
Sample_5ng_VAF_0p5pc	5ng	0.5	643832	32136	4.991	70	70	0	305	0	0.1867	1.0	0.0	0.0	0.0	0.8133	0.3146	51	19	154	0.2488	0.7286	0.0	1.0	19	51	151	0.1118	0.2714	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42306	6111	240	1	0	2967.2	2419.1	2419.1	0.0	2419.2	109.8	109.7	99.8	0.0	99.8	2967.2	49.3	0
Sample_5ng_VAF_0pc	5ng	0.0	645861	22273	3.449	0	0	0	375	0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0	0	205	0.0	0.0	0.0	0.0	0	0	170	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43545	5916	222	1	0	2899.7	2401.7	2401.7	0.0	2401.9	109.8	109.7	99.7	0.0	99.7	2899.7	50.4	0
Sample_5ng_VAF_1pc	5ng	1.0	609701	33081	5.426	150	150	0	225	0	0.4	1.0	0.0	0.0	0.0	0.6	0.5714	110	40	95	0.5366	0.7333	0.0	1.0	40	110	130	0.2353	0.2667	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41884	6142	300	1	0	2913.7	2371.5	2371.6	0.0	2371.7	109.8	109.7	99.8	0.0	99.8	2913.7	49.0	0
Sample_5ng_VAF_2pc	5ng	2.0	625985	29643	4.735	202	202	0	173	0	0.5387	1.0	0.0	0.0	0.0	0.4613	0.7002	147	55	58	0.7171	0.7277	0.0	1.0	55	147	115	0.3235	0.2723	0.0	1.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42185	6049	272	1	0	2934.9	2389.3	2389.4	0.0	2389.5	109.7	109.8	109.7	0.0	102.2	2934.9	49.3	0
