type	vaf	replicate	mode	tp	fp	fn	sensitivity	precision	f1
snv	0.03	b	discovery	4	28	1	0.8	0.125	0.21621621621621623
snv	0.03	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.035	a	discovery	4	16	1	0.8	0.2	0.32000000000000006
snv	0.035	a	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.035	b	discovery	4	17	1	0.8	0.19047619047619047	0.3076923076923077
snv	0.035	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.04	a	discovery	4	16	1	0.8	0.2	0.32000000000000006
snv	0.04	a	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.04	b	discovery	4	10	1	0.8	0.2857142857142857	0.4210526315789473
snv	0.04	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.05	a	discovery	4	16	1	0.8	0.2	0.32000000000000006
snv	0.05	a	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.05	b	discovery	4	19	1	0.8	0.17391304347826086	0.2857142857142857
snv	0.05	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.06	a	discovery	4	18	1	0.8	0.18181818181818182	0.2962962962962963
snv	0.06	a	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.06	b	discovery	4	21	1	0.8	0.16	0.26666666666666666
snv	0.06	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.07	a	discovery	4	18	1	0.8	0.18181818181818182	0.2962962962962963
snv	0.07	a	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.07	b	discovery	4	12	1	0.8	0.25	0.38095238095238093
snv	0.07	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.08	a	discovery	3	16	2	0.6	0.15789473684210525	0.25
snv	0.08	a	tumour_informed	3	0	2	0.6	1.0	0.7499999999999999
snv	0.08	b	discovery	4	13	1	0.8	0.23529411764705882	0.3636363636363636
snv	0.08	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.1	a	discovery	4	22	1	0.8	0.15384615384615385	0.25806451612903225
snv	0.1	a	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
snv	0.1	b	discovery	4	19	1	0.8	0.17391304347826086	0.2857142857142857
snv	0.1	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
indel	0.0005	a	discovery	1	16	4	0.2	0.058823529411764705	0.0909090909090909
indel	0.0005	a	tumour_informed	1	0	4	0.2	1.0	0.33333333333333337
indel	0.0005	b	discovery	1	14	4	0.2	0.06666666666666667	0.1
indel	0.0005	b	tumour_informed	1	0	4	0.2	1.0	0.33333333333333337
indel	0.001	a	discovery	3	12	2	0.6	0.2	0.3
indel	0.001	a	tumour_informed	3	0	2	0.6	1.0	0.7499999999999999
indel	0.001	b	discovery	2	10	3	0.4	0.16666666666666666	0.23529411764705882
indel	0.001	b	tumour_informed	2	0	3	0.4	1.0	0.5714285714285715
indel	0.0015	a	discovery	4	10	1	0.8	0.2857142857142857	0.4210526315789473
indel	0.0015	a	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
indel	0.0015	b	discovery	5	8	0	1.0	0.38461538461538464	0.5555555555555556
indel	0.0015	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.002	a	discovery	5	18	0	1.0	0.21739130434782608	0.3571428571428571
indel	0.002	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.002	b	discovery	4	15	1	0.8	0.21052631578947367	0.3333333333333333
indel	0.002	b	tumour_informed	4	0	1	0.8	1.0	0.888888888888889
indel	0.0025	a	discovery	5	21	0	1.0	0.19230769230769232	0.32258064516129037
indel	0.0025	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0025	b	discovery	5	15	0	1.0	0.25	0.4
indel	0.0025	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.003	a	discovery	5	19	0	1.0	0.20833333333333334	0.3448275862068966
indel	0.003	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.003	b	discovery	5	15	0	1.0	0.25	0.4
indel	0.003	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0035	a	discovery	5	17	0	1.0	0.22727272727272727	0.37037037037037035
indel	0.0035	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0035	b	discovery	5	14	0	1.0	0.2631578947368421	0.4166666666666667
indel	0.0035	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.004	a	discovery	5	15	0	1.0	0.25	0.4
indel	0.004	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.004	b	discovery	5	14	0	1.0	0.2631578947368421	0.4166666666666667
indel	0.004	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.005	a	discovery	5	14	0	1.0	0.2631578947368421	0.4166666666666667
indel	0.005	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.005	b	discovery	5	9	0	1.0	0.35714285714285715	0.5263157894736842
indel	0.005	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.006	a	discovery	5	15	0	1.0	0.25	0.4
indel	0.006	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.006	b	discovery	5	19	0	1.0	0.20833333333333334	0.3448275862068966
indel	0.006	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0075	a	discovery	5	11	0	1.0	0.3125	0.47619047619047616
indel	0.0075	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0075	b	discovery	5	10	0	1.0	0.3333333333333333	0.5
indel	0.0075	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.01	a	discovery	5	16	0	1.0	0.23809523809523808	0.3846153846153846
indel	0.01	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.01	b	discovery	5	9	0	1.0	0.35714285714285715	0.5263157894736842
indel	0.01	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0125	a	discovery	5	18	0	1.0	0.21739130434782608	0.3571428571428571
indel	0.0125	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0125	b	discovery	5	13	0	1.0	0.2777777777777778	0.4347826086956522
indel	0.0125	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.015	a	discovery	5	17	0	1.0	0.22727272727272727	0.37037037037037035
indel	0.015	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.015	b	discovery	5	10	0	1.0	0.3333333333333333	0.5
indel	0.015	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0175	a	discovery	5	16	0	1.0	0.23809523809523808	0.3846153846153846
indel	0.0175	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.0175	b	discovery	5	12	0	1.0	0.29411764705882354	0.45454545454545453
indel	0.0175	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.02	a	discovery	5	15	0	1.0	0.25	0.4
indel	0.02	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.02	b	discovery	5	15	0	1.0	0.25	0.4
indel	0.02	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.025	a	discovery	5	15	0	1.0	0.25	0.4
indel	0.025	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.025	b	discovery	5	15	0	1.0	0.25	0.4
indel	0.025	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.03	a	discovery	5	17	0	1.0	0.22727272727272727	0.37037037037037035
indel	0.03	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.03	b	discovery	5	15	0	1.0	0.25	0.4
indel	0.03	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.035	a	discovery	5	13	0	1.0	0.2777777777777778	0.4347826086956522
indel	0.035	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.035	b	discovery	5	18	0	1.0	0.21739130434782608	0.3571428571428571
indel	0.035	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.04	a	discovery	5	22	0	1.0	0.18518518518518517	0.3125
indel	0.04	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.04	b	discovery	5	15	0	1.0	0.25	0.4
indel	0.04	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.05	a	discovery	5	16	0	1.0	0.23809523809523808	0.3846153846153846
indel	0.05	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.05	b	discovery	5	16	0	1.0	0.23809523809523808	0.3846153846153846
indel	0.05	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.06	a	discovery	5	14	0	1.0	0.2631578947368421	0.4166666666666667
indel	0.06	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.06	b	discovery	5	20	0	1.0	0.2	0.33333333333333337
indel	0.06	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.07	a	discovery	5	31	0	1.0	0.1388888888888889	0.24390243902439027
indel	0.07	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.07	b	discovery	5	17	0	1.0	0.22727272727272727	0.37037037037037035
indel	0.07	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.08	a	discovery	5	18	0	1.0	0.21739130434782608	0.3571428571428571
indel	0.08	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.08	b	discovery	5	18	0	1.0	0.21739130434782608	0.3571428571428571
indel	0.08	b	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.1	a	discovery	5	24	0	1.0	0.1724137931034483	0.29411764705882354
indel	0.1	a	tumour_informed	5	0	0	1.0	1.0	1.0
indel	0.1	b	discovery	5	25	0	1.0	0.16666666666666666	0.2857142857142857
indel	0.1	b	tumour_informed	5	0	0	1.0	1.0	1.0
